signal_GHz,candidate_1_gain_dB,candidate_2_gain_dB,candidate_3_gain_dB,candidate_4_gain_dB,candidate_5_gain_dB,candidate_6_gain_dB,candidate_7_gain_dB,candidate_8_gain_dB,candidate_9_gain_dB,candidate_10_gain_dB,candidate_11_gain_dB,candidate_12_gain_dB
4.0,31.34295557059348,31.03583126137421,32.56800945552902,31.127372983096812,32.80867957524977,32.91212781247688,21.628172952672955,31.74210782318596,19.153318242794526,31.167775691940783,21.306823695494757,22.41643754994228
4.05,35.63080108745395,31.577492254976484,31.10706808335059,30.349399684267286,36.179887415716166,27.473650127188805,17.786242606704178,28.46568654510326,21.49608456781357,31.65864648898626,17.595021376408827,22.0389481105996
4.1,17.147295544197203,36.03627855950745,28.26774002068142,30.18715707179783,30.186251835041627,31.88178089644976,30.337122065185227,28.086752666293396,22.18611060847788,31.454217255842924,12.777959472147018,21.095278223048126
4.1499999999999995,33.00060521982245,34.41796123897714,34.69400082313801,29.55956498114078,29.758966783179975,33.82213032239582,11.75866897349708,29.3503607320973,22.936602877382448,31.740134047338668,3.8453483005928364,20.711784480566457
4.199999999999999,30.10409662562685,37.113550554349,30.05482366178482,33.09758722330747,27.32872759977621,34.73064301890774,26.574018601890117,30.45573196522185,23.906925914919213,32.210456183208954,7.261729716659808,20.455972276251156
4.249999999999999,24.243272462612964,33.74869526385042,25.690809816610376,30.300133775186904,25.67907711505682,16.548060735549825,25.432863021837,30.711551763607133,23.220231459607234,31.585421782906558,10.632113263127517,19.15221234353008
4.299999999999999,27.661645060119376,32.256232154236514,28.67436481233314,27.646282445639475,22.47364701800064,21.289009142051633,22.434744273732807,30.67712887970261,22.128648797539896,30.466166735295857,13.289269825209606,17.231357771278766
4.349999999999999,28.08606426992293,19.17760916698468,24.68821189384091,24.089109442848834,28.962139027335226,30.64433190434398,22.805373307581966,30.553587968159114,21.6993413672968,30.190494414735497,14.4408299451771,16.192381148687428
4.399999999999999,29.00302459113903,36.733489053777696,27.969343566608803,29.619550783065417,35.92468510272221,29.58414848466316,25.527534858016587,30.59001413166076,21.92893645766512,30.48648538847121,14.744636343552768,15.742714103135677
4.449999999999998,24.203477895895546,28.051125904265703,30.472576097345183,33.96405491130232,35.94571374458806,26.602342692253206,28.047827175179833,30.644806326112175,21.242097422288523,29.803476432678508,15.879563176646537,14.281510740127565
4.499999999999998,25.98203164832117,33.418659402873075,30.450651804355275,29.65530647513832,25.41996009563281,20.77015868660723,30.929144797535017,30.244399121013352,20.404302473106817,28.789658505300547,15.26861052122596,12.873945648784124
4.549999999999998,21.138827118385898,33.66195589206566,30.3857667154819,27.34006819826679,26.566600202137533,16.1680957759184,34.46298273636906,29.48882778917706,20.817596719822582,28.651658660407424,16.0008387008396,12.821337961678436
4.599999999999998,28.08795686633274,31.494822196717962,29.103843413893422,34.17619591927891,25.06998506611236,28.955903442873954,31.116618446674337,28.64327716302676,21.019678449671467,28.101767538942212,15.776337166122214,12.658754115127635
4.649999999999998,35.63523225087884,35.88753833275189,31.64895071237098,28.20957247418945,21.416478725071148,22.43069989028755,21.88422746678309,28.482990206425573,20.13742698771557,25.890367966913118,15.428421155731705,12.093139612908544
4.6999999999999975,35.0645166562727,34.72052972746819,35.49029488840421,24.801064206985863,25.41170059725401,25.258160842420917,15.566609359702523,29.041436666837516,19.173495972570016,23.08215126615692,16.096512426990795,11.708772355612089
4.749999999999997,30.551632053329453,38.46461904170567,37.623379149030875,28.004001176471487,33.7391128448491,25.782377014702,17.372673338533478,29.836360915281098,18.663901495698713,21.479154191624865,15.155901519046644,12.470338750081677
4.799999999999997,30.066254106337297,32.801212034097205,35.96870985030041,17.421068455372804,35.86052644943915,28.20718966443272,21.14998076023832,30.346943778204203,17.185213354652646,18.241952598157663,16.167062944221968,12.79972950612433
4.849999999999997,24.117764352284702,24.89050755198337,35.78816986068356,30.739254846394704,35.18011769402942,18.49689029721008,22.05428818264675,30.273555657924994,15.190041631489917,15.466106832863463,15.916422599250897,11.851774080753948
4.899999999999997,36.34130582323958,34.2502664893909,33.068342151729915,20.626997347759172,32.80970056424191,25.23241300210023,23.679003598590217,29.74429402124695,16.05130487622177,14.455019853294878,16.54184984438927,11.434829156867652
4.949999999999997,32.659306614958005,29.095936578422297,28.510696954701565,30.249973078985906,30.60406684686127,29.223367352992682,26.805720520696244,29.06430983979473,19.495607855897962,14.895855109496786,17.613447569396733,11.411447021620448
4.9999999999999964,32.175457365816904,34.32024432263924,23.81509261606846,32.56878721422701,29.423216877601853,27.192191100425624,26.74986222212782,28.386821117976474,21.392936874582986,16.073865186153157,17.69019494776588,9.709493941227823
5.049999999999996,31.692048333545927,38.064704966626365,24.59299975867298,28.215236107524415,29.169969523329616,28.391085416780236,26.435810692058062,27.64797482134149,22.605732743231957,16.0029235072702,19.627762790859556,7.461785376455918
5.099999999999996,33.165015917498515,35.45185909256399,29.751544063735874,29.018227164680724,29.810428834610576,28.847404379587317,28.900445542351108,26.52278982271725,24.405934533603933,17.392351686371615,19.422727964509654,5.6386337905802675
5.149999999999996,30.24298922344874,31.601905919285514,28.043810352265183,24.070585479981744,29.435385638968782,27.11220090260511,32.13406303909971,24.852203662036413,25.813770203294553,17.7002797242713,21.371340367896124,2.609106538817559
5.199999999999996,31.75681162183332,37.060937714455356,26.3155414406354,31.880067624207037,27.564221758197466,26.38794085022508,32.546585072934555,22.131788751469344,25.82187846736425,16.474851994682105,21.518606486576324,-0.6942357211927195
