signal_GHz,candidate_1_gain_dB,candidate_2_gain_dB,candidate_3_gain_dB,candidate_4_gain_dB,candidate_5_gain_dB,candidate_6_gain_dB,candidate_7_gain_dB,candidate_8_gain_dB,candidate_9_gain_dB,candidate_10_gain_dB
4.0,31.56773264182658,34.9755529100656,28.112828838797963,35.20106887781257,31.96283447723827,39.2729944011548,33.26411513355517,37.69847709094258,36.57102390441713,30.71250324376589
4.05,29.932153776763414,30.230738420789557,22.795079848556995,28.032807242949126,33.414569462869096,35.933946508055264,28.702204406388834,31.984386632704158,35.997119083853676,24.94552619893492
4.1,30.368186339195418,35.03521463569814,28.46340037707867,31.23627155685366,31.367340903874577,33.91394363611192,35.74334272311795,32.65909766604744,27.825955884550105,31.756095009338235
4.1499999999999995,31.73494652086129,30.760991492178963,36.671053074208935,19.321077467929037,34.048347402709744,34.036378176629945,27.58196321305244,30.191181996431332,37.1391915349304,33.46189248832259
4.199999999999999,34.1829935958213,34.59625701485205,30.870882570746897,34.13956867717649,30.486069594602494,25.629984414907806,25.021598062184935,24.800431577088325,32.786242366410285,38.96837156365742
4.249999999999999,31.358041763928433,33.142824429135,33.47371761548784,34.937996577499035,31.93049570048547,38.050410793542184,32.35387596964146,31.651654331756113,36.054146601780964,33.00842286636398
4.299999999999999,33.02355543096123,33.77652853820432,33.540816171046075,33.614362183209316,31.760538976411432,37.795585864398625,37.90439763256038,34.53593205263838,37.06461725050191,34.56783770110318
4.349999999999999,32.989330495485085,28.38309192009971,36.16999920245583,39.68224351999895,33.35279621223373,38.94866364421874,38.3619184920979,29.647733133111362,29.356966631880997,32.72705577176004
4.399999999999999,32.0720495453001,35.76259023210186,35.20584135761198,35.35900325327993,30.377243536975982,32.38931418675454,29.913249413297006,26.884003366011715,24.89507024820648,21.669386754137747
4.449999999999998,30.192312302822103,33.54098637965164,30.544242832945166,38.32837277816558,23.123010657693385,32.56564016010223,37.664987050295615,37.16761345617536,38.578836966323415,33.121785936248344
4.499999999999998,29.575513378856975,38.80237246279479,30.599081240527383,36.92076894544644,24.999866969914585,30.063451461669185,37.52185375216152,32.29467682439655,37.261037159522495,38.084360729599275
4.549999999999998,30.361786924562292,37.29274522616082,34.14442329438016,35.60580578328263,22.454888299898784,35.22589505422169,38.6952077451709,36.44846922275233,19.403857318446825,36.623160553636886
4.599999999999998,32.13931809983657,27.58834366273424,36.30694130209126,39.8647782061851,29.787982331880016,36.27175758220961,37.86072185941991,29.16426250618494,27.883038429186445,31.76031819949202
4.649999999999998,30.041437221538633,39.18710584496997,37.76693948519064,34.315292947436376,32.379387051689434,34.44248931573373,37.67071468802354,36.474479526400955,31.89899846267551,35.45148100094631
4.6999999999999975,30.287353959687174,40.35608037646991,29.905868801864766,32.12576035506996,35.191192013203036,39.0497910497946,38.808371460992454,36.57608480053932,33.91871358152692,22.456111639532573
4.749999999999997,30.75231691446068,33.9945613173878,36.488879021670165,32.855467718925375,36.64679530106871,34.57137052746586,29.980770808916475,37.0800907535461,29.82280147151036,32.059929065206326
4.799999999999997,29.842767605979578,39.7326760114216,31.643639889161307,40.19093246901659,35.98644540751937,34.30432942011552,36.82591667554519,37.27836434022907,41.00661392582337,40.22049301166195
4.849999999999997,28.918530640098275,35.009290990884566,34.923424249431555,35.40594046701305,35.52974618571255,40.565306204395995,35.53576573146402,28.601131471155764,38.03196196373916,33.88774367386941
4.899999999999997,29.786488481622598,35.01046830975294,35.987556283396145,35.41364266151033,34.494868920377485,27.71519489317457,31.170598073680843,30.584906607153272,40.03555918111018,29.73597377961362
4.949999999999997,32.51033008226123,25.489430210552214,36.5836885269724,31.338995242528455,22.48040993190246,30.07323505773714,17.531906085894377,36.97211137768989,13.804154548693322,33.92471334704303
4.9999999999999964,34.28084535112967,43.40281745342282,29.186249397651455,36.36306559024511,31.472846704841764,30.285876007123036,32.28735706155413,36.20700016335644,38.468027181862205,27.28206894221104
5.049999999999996,34.28824028040381,37.60720048862559,36.95355936671795,34.43292097520117,36.78312464474512,34.811322814668245,32.96508634370957,29.228071586989117,37.79429224219274,35.987905993389134
5.099999999999996,22.817166493817297,29.529527700666513,23.041364288027793,37.977200289945536,36.610648753298335,37.309263546503644,39.43611672832303,30.847615156489432,37.22996002691778,37.096356683740254
5.149999999999996,33.70944470588725,37.833798403702644,30.63295992570858,35.662467057239716,29.280627255114645,36.96428568235838,35.42372041519169,38.528591251789464,34.98073172516843,26.839780107083616
5.199999999999996,35.64753021404674,31.446365478225005,25.022776460427636,31.436864281416838,34.500849881053135,38.54733194517589,38.19414655764274,36.589490125142625,30.537693465587132,36.4983480875944
5.249999999999996,34.10414400691402,29.82016745427876,35.649854755891006,36.9589874194544,21.26941628963578,37.831870168253786,35.12595209950873,34.40341785809144,36.64271732992216,38.39192138355398
5.299999999999995,37.97003053645808,28.632895678104752,29.716452487287537,34.887697927508604,27.41462534923886,38.33026871557141,30.63179066461671,19.610102408869693,32.704869081711976,34.14793180828336
5.349999999999995,39.27113031771383,38.11493682325948,27.06988253728142,33.040531786565886,32.41386052024444,39.865133723217,34.45585026086655,37.30634413847761,30.813967742121182,34.739203243663695
5.399999999999995,38.400440031541116,39.45753760764772,32.67137540150303,33.27682424120885,26.484824795833994,31.057121008949167,34.068228503991826,35.651021325472676,27.351471641005944,41.47697315660123
5.449999999999995,38.21919589771012,36.02787328148396,33.73292157702903,36.588800593879334,32.64094329007056,30.864760993667208,29.0776172190288,38.00182971564254,35.334000139531476,36.99394808031821
5.499999999999995,37.46609618047837,30.975238615525356,28.961727903550152,36.4927375231845,37.00132720911381,40.44422225434273,35.51656907074068,14.04352422985002,33.05633840017106,33.704228248552575
5.5499999999999945,37.87647865607791,36.083429144573415,39.32223650496376,31.3906515916767,41.44731514130781,30.78543135816534,37.24713086987514,29.506315354305784,32.79571755157153,37.05480558190209
5.599999999999994,40.96125644662045,38.7966932402419,30.428934492463263,34.72892705612595,35.6968493441853,34.57096069904579,36.96700379999921,38.267215744541176,34.16953223352735,28.69113874153717
5.649999999999994,30.17475976302996,31.952894664427426,39.08540439408961,35.34003483105511,39.02060964526615,36.60093319284985,34.35981436876805,36.14267907019503,39.97147883177752,36.68243372178865
5.699999999999994,35.09793404928552,34.704743234629255,38.74676146950785,40.87860235932772,43.26478263789931,36.407422694796935,36.06626880663247,34.39292102880219,40.6196068960875,41.17811097092495
5.749999999999994,34.1752732793485,39.99899771528804,38.72115454247557,38.976204050198476,27.485087119091798,40.63575785569611,38.49481347703475,25.80665585142771,36.159828671627395,34.916386486430405
5.799999999999994,28.507697422117133,41.449816442287386,27.792660185273668,27.68136844321849,34.34823151306336,34.965945410463696,28.03295395523001,42.27961883432585,42.309110764851674,33.278157674971126
5.849999999999993,38.6490927894465,43.06007072454406,31.42234552898445,39.18242506293483,37.3836444470726,37.92740511614032,32.944045678141165,39.96318721593151,41.526620270309,29.387448603685833
5.899999999999993,35.48314619518592,39.38756731874716,30.431361427432563,39.353099570538134,38.24467401286868,35.81046795561014,39.31342591989558,39.37290821634028,40.12611831599479,27.5259717432135
5.949999999999993,31.40632047447602,40.538890388006045,38.17591161089484,40.89789196896404,34.40746787369499,40.82300669099887,37.83659184846347,27.813545517866398,37.17572672817502,35.94570844207045
5.999999999999993,34.5154545519476,33.77195164426621,38.51917716906976,39.315380630976804,20.09426994978022,34.13223215841678,43.649428345571046,28.67130636765384,33.23146288672952,41.96786216068136
6.049999999999993,31.89770382186898,43.134562802367924,30.404214633308285,34.56703985465439,40.41975923299677,42.103489348508205,41.59265395725673,39.57358690562727,44.21872071182031,39.39124280112739
6.0999999999999925,33.827102524964545,45.23535642287257,28.228842533770134,36.996937802211086,32.74730309685522,37.250573873102844,40.83646809150956,36.618944168083175,42.340829578725035,42.75346396251409
6.149999999999992,36.212831346764716,42.47170710094789,37.79028483105273,36.2985097811236,28.052321797796882,38.831119259731736,41.92578907193504,43.59074865982259,42.81670578297528,37.201430883048594
6.199999999999992,31.970997937651667,30.460133995493134,40.113744910398275,42.38867736448901,36.14583321077799,37.324666649218685,29.439116562450423,37.08793558002355,42.55435902403392,41.424637102663084
6.249999999999992,35.856194651166106,32.66729145743864,29.25894097845245,34.67515676628787,30.302475094322183,41.93383672601145,37.595295332886785,34.61850081045389,38.82979151174199,30.518685291282956
6.299999999999992,23.42724966703743,43.08695203084468,38.789402428740075,36.305989983700336,34.92712756029846,18.224661689471347,40.688855522222966,40.070556238141,48.21913373355008,40.12305818944895
6.349999999999992,24.45099960122086,44.94093795039269,34.616875987570864,33.23123222894807,34.1356563669627,34.95013423305922,31.943634372858032,40.65759302068407,42.07004412335892,36.83279324230688
6.3999999999999915,36.26767094619856,34.51799018118112,29.82425443930167,32.391189520379434,35.17045927961345,25.434870611809806,33.881701629311,35.48269469981667,30.20689612835167,41.48504250665924
6.449999999999991,29.82451187650478,39.44022068991451,40.2199224207789,35.11728371693018,23.077941113156307,32.99411473963903,33.49198504219234,39.09269345129872,43.46989492763309,30.793255588161706
6.499999999999991,36.83442785326338,23.82018900065308,37.68552334572584,38.33331344746129,23.879627735645386,31.71905960036003,30.934006069269063,32.340048610642135,41.82431971054373,35.58967433776492
6.549999999999991,31.6901201551352,41.2573680033507,37.86053557106068,37.08741392920519,37.98962663479659,36.043467943614644,36.316252243160164,39.63982540672324,24.893066478109517,39.93843554238227
6.599999999999991,24.201970173864645,38.14740093875792,34.29923202727171,33.25086749804041,38.425608417079225,35.715279171352904,39.5673090012252,36.623172043079485,41.18767117736041,36.03869914591894
6.649999999999991,33.10415025146581,38.88943853456111,37.61296293898334,36.86990102426945,38.25038794466628,31.976316788453666,30.371566754553978,33.87542532098298,41.775904686859135,38.74096616820103
6.69999999999999,38.427899264481475,26.069309072768124,30.410851433896738,34.421144062479485,30.232397347338733,24.570887813933542,31.428008866050476,30.99224528575936,33.010309795574855,23.161463674969227
6.74999999999999,35.98567199993023,32.53261780143269,30.385594871405985,26.810597127827762,28.81680685426007,26.055593687793085,26.32933497282415,26.70714221936123,37.104861371044635,9.459764854076646
6.79999999999999,33.35571165214725,28.1004973791081,22.39138404771071,28.415142264492438,25.64992740650836,21.911093312840528,32.124541640532655,27.16020902594265,24.570798313746067,19.870904382987703
6.84999999999999,28.4768470239701,25.153390625933262,30.994030139848604,20.159792868144876,30.89442439731041,30.540616061452923,17.832353278915484,30.35441107952469,20.148327129038876,26.930364112988443
6.89999999999999,26.311073479179022,27.63175232387624,28.166798020390793,31.491443373349483,32.505572073812054,28.17930306733682,28.64699952567255,28.24467475322137,33.150946071234664,27.49359214337682
6.9499999999999895,32.078319343921436,27.349675799161524,34.730445733388045,29.198643407347685,35.23911568531147,29.60855276746834,29.299386646681768,28.113131530463562,28.422827654573055,33.332957929751174
6.999999999999989,36.89266324279582,34.5265326608682,29.82276135433283,32.29957072216094,32.29611635681779,32.57593442767478,37.85671751217212,27.423064133277318,35.66674617708355,32.03782654524793
7.049999999999989,37.37534950812763,37.78340717354192,28.32841285958668,34.719811155385734,35.966362120468645,31.897256746334072,30.798300730893615,31.61720093252161,39.595432704413845,18.668561820587158
7.099999999999989,34.034809960426536,25.074955780720284,33.09705356010723,35.18070588183186,43.017334460002076,30.166338818521123,38.792671901476375,34.50281983910971,27.453697829230098,32.51064583178972
7.149999999999989,39.544739726993086,42.79437494473677,37.880233660430555,20.09902280440782,25.15656715679929,41.70958054378705,41.47804334475089,39.70207242147747,42.99800427197645,34.3579539146972
7.199999999999989,41.789408846444175,43.54088004973634,40.57137741606822,32.08624239588267,39.46428457919235,42.802149864396895,44.65213139507307,40.862101251461254,43.33426090095244,39.64138563992459
7.2499999999999885,41.75718790369909,38.92911029664646,39.019067910273165,36.12850072152368,38.693040145994324,38.52600346801003,38.89343783913559,38.91955582601076,41.55589045692504,41.234409596668364
7.299999999999988,41.65333608512678,42.05781174034098,36.374696023678844,36.37652454404414,38.944533591289414,35.77836770709658,43.65285172639655,44.231404303690795,36.52144028860813,35.27809819850984
7.349999999999988,38.78156964655329,43.24494665076532,43.547400556284416,33.33404804394287,39.223610759350414,42.0734115505983,42.760840147407734,44.51404102888504,42.59728011532925,42.34973607489717
7.399999999999988,39.63156374690254,43.88421551787471,42.10464284309729,42.07236901605121,35.64371972294366,43.69602428542018,43.428565661073776,35.96854414060633,43.332357528659166,40.91856670733047
7.449999999999988,35.07249805830752,42.861083414113324,42.626393487205874,33.57359834793154,44.24035004769598,27.271613100299277,38.45630063989178,39.456546046912614,41.26128258184302,44.735948348680836
7.499999999999988,37.30627090005991,28.892524887206925,38.22972130238236,40.545630426481566,43.36984273317714,42.64840867794884,33.84921192778242,31.732171662669657,43.410246138602886,33.52215340214591
