signal_GHz,selected_gain_dB
4.0,35.93812070290707
4.05,36.068157394956145
4.1,36.19319066714827
4.1499999999999995,36.314770174799065
4.199999999999999,36.4288354292659
4.249999999999999,36.53711591277502
4.299999999999999,36.63969115397565
4.349999999999999,36.73790765318381
4.399999999999999,36.8309524928523
4.449999999999998,36.91790079301666
4.499999999999998,36.9770229466496
4.549999999999998,37.05415362081743
4.599999999999998,37.1290813598379
4.649999999999998,37.20017690550007
4.6999999999999975,37.26927006469349
4.749999999999997,37.3346454863634
4.799999999999997,37.39940404783476
4.849999999999997,37.46326935884222
4.899999999999997,37.526135592433306
4.949999999999997,37.583964016851006
4.9999999999999964,37.62322413770404
5.049999999999996,37.673680927677935
5.099999999999996,37.72066853674565
5.149999999999996,37.76422175622169
5.199999999999996,37.805885303847646
5.249999999999996,37.84558436639745
5.299999999999995,37.884781130188074
5.349999999999995,37.925642523287465
5.399999999999995,37.967022561675165
5.449999999999995,38.004274754778706
5.499999999999995,38.03169832605258
5.5499999999999945,38.06572478401494
5.599999999999994,38.09613851943452
5.649999999999994,38.124300750494044
5.699999999999994,38.14828733164502
5.749999999999994,38.17057177033444
5.799999999999994,38.19120398522186
5.849999999999993,38.212832958809145
5.899999999999993,38.23349615802989
5.949999999999993,38.251621922980064
5.999999999999993,38.2628899574958
6.049999999999993,38.27864662098506
6.0999999999999925,38.29170361071337
6.149999999999992,38.302920309722666
6.199999999999992,38.30911106353434
6.249999999999992,38.31268754764758
6.299999999999992,38.31274439099816
6.349999999999992,38.308551286323855
6.3999999999999915,38.30435538625852
6.449999999999991,38.29879828884487
6.499999999999991,38.29117763722701
6.549999999999991,38.278951354064816
6.599999999999991,38.26387146225973
6.649999999999991,38.24725336117907
6.69999999999999,38.22869385797766
6.74999999999999,38.20371275260271
6.79999999999999,38.17398755227906
6.84999999999999,38.13935536489709
6.89999999999999,38.09850663527898
6.9499999999999895,38.05611295342931
6.999999999999989,38.014553277413455
7.049999999999989,37.96301039513698
7.099999999999989,37.906102468595954
7.149999999999989,37.84856135806746
7.199999999999989,37.78608454967349
7.2499999999999885,37.72139873251145
7.299999999999988,37.64684487252921
7.349999999999988,37.56664794117386
7.399999999999988,37.47874400968929
7.449999999999988,37.38567970106335
7.499999999999988,37.3015042279537
7.549999999999987,37.183015338051916
7.599999999999987,37.06334451500535
7.649999999999987,36.94251288425353
7.699999999999987,36.819223160829424
7.749999999999987,36.69113838171779
7.7999999999999865,36.558215568274576
7.849999999999986,36.418946048191415
7.899999999999986,36.26472565161795
7.949999999999986,36.10790607943366
7.999999999999986,35.9625024771153
