signal_GHz,gain_dB
2.0,-3.3127519198992346
2.0390414223826925,-3.488551693466137
2.0769922875677342,-3.6064659772011503
2.11407072465157,-3.672926853972446
2.1509310547101044,-3.687934106714594
2.186918956667432,-3.655775645962734
2.2239973937512674,-3.5743075164492906
2.2530058046855173,-3.4671125749212726
2.262820687037516,-3.4156589508921122
2.2951007474935743,-3.2162765376436555
2.3090596853974454,-3.1155132448529113
2.3199651028759516,-3.036189070607044
2.3319610775521085,-2.9332818225487354
2.3520270563067083,-2.7874967715315595
2.364023008911723,-2.7017409485484065
2.376891411689086,-2.60740930449496
2.381907895342165,-2.5709631502733785
2.3880149361928944,-2.5366607342539425
2.4290193218033007,-2.296544039183333
2.4410152964794576,-2.249378325689313
2.446904230304885,-2.223651513674739
2.4589001829098995,-2.1721978896455907
2.4639166886341206,-2.157190636903443
2.4689331722871994,-2.140039428893731
2.4909621363406558,-2.107880968141859
2.5149540636218273,-2.0885858048645707
2.5280405734244917,-2.1035932746721495
2.533929507249919,-2.116456572146721
2.5489789802802982,-2.157190636903443
2.555958449232234,-2.1764858001807315
2.576024427986834,-2.2536660191590348
2.608958809518797,-2.4208901887210628
2.6159382784707326,-2.4509046942053585
2.7138689728942733,-2.913986876336878
2.726955482696938,-2.9268501738114496
2.7378609001754444,-2.928994129079026
2.7439679410261735,-2.9354257778163118
2.7489844246792527,-2.9354257778163118
2.760980399355409,-2.9418574265535975
2.7819188062112157,-2.9525769858260236
2.789116382188453,-2.9590086345633093
2.8059107334923867,-2.969728193835748
2.810927239216608,-2.965440283300595
2.817906708168543,-2.965440283300595
2.8669810978573937,-2.980447753108174
2.8719976035816144,-2.9825914913103193
2.883993556186629,-2.9933110505827454
2.892936010437421,-2.989023357113036
2.9049319851135778,-2.997598744052467
2.911911454065513,-2.999742699320031
2.985850221207883,-2.9611525898308857
3.0078791631901978,-2.905411272332016
3.0139862040409264,-2.8839721537871514
3.04692058557289,-2.7703455635218477
3.053900054524825,-2.738187102769988
3.0680770994539976,-2.669582487796547
3.080073074130154,-2.5966897452225215
3.094904440135232,-2.4852071102247946
3.1149704188898317,-2.332990410470333
3.130019891920211,-2.2172198649374533
3.167970779176395,-1.8699082283388133
3.1819297170802665,-1.7326987813265
3.1980697473082955,-1.5247405470077502
3.289020972779901,-0.34559640726494845
3.360996754623414,0.7820941084486934
3.383025718676871,1.1465569530570567
3.403964125532677,1.5174512293372642
3.420104155760706,1.802589899699754
3.441042562616513,2.190635383989685
3.448022031568448,2.3214131822647124
3.468088010323048,2.71589053235736
3.482919376328126,3.013892500194416
3.5729981736985246,4.799759917818337
3.6140025593089318,5.550124291449055
3.7130238109301223,7.194494351525515
3.735925181013644,7.552525547396588
3.773003618097479,8.135665968530697
3.7950325821509354,8.48940903680119
3.843888864814484,9.310522197738353
3.856975374617149,9.546350982273827
3.8700618844198136,9.773604379869871
3.88205785909597,10.015864813142633
3.889037328047906,10.142354917947944
3.90212383785057,10.391046999957991
3.914119790455585,10.650458858305903
3.925025207934091,10.864848524296512
3.940947131136819,11.201440601622721
3.952070655640627,11.439413341425766
3.95490606904069,11.482291361450063
3.9780255682206542,12.001114861080449
3.9900215428968107,12.251950898358071
4.019029953831062,12.948717909757487
4.02513699468179,13.06448845529037
