signal_GHz,candidate_1_gain_dB,candidate_2_gain_dB,candidate_3_gain_dB,candidate_4_gain_dB,candidate_5_gain_dB
4.0,29.806664507792956,37.818483935612434,28.719991749092348,29.799930959074832,38.458406275791226
4.1,29.451124261508145,39.47460253129868,17.718837330473733,30.21787450208442,37.72158995879838
4.199999999999999,30.355873772613506,34.501008307180456,35.20964204594301,32.736339101215705,37.49561018585772
4.299999999999999,31.206833200889534,35.49902490725604,34.56379012113504,34.4117011231356,34.987843364710685
4.399999999999999,29.500469757179264,39.034262393856956,32.73225519173964,33.01250575196291,25.758155916351374
4.499999999999998,32.501830721252084,40.63212026530585,32.00025718330867,31.41095567356225,36.47619398180759
4.599999999999998,29.31928691378104,27.401871481177302,33.848953122890826,32.365864887952355,37.292813131014626
4.6999999999999975,28.573364275192013,34.364510741554106,36.667374085876496,32.25137531837269,39.31519483018445
4.799999999999997,29.548876321453168,39.19883524752596,35.95449305669456,31.568133924287302,32.100813203094916
4.899999999999997,35.167400049238445,23.779620352619737,33.07126816112842,30.754400201951086,18.126816767180753
4.9999999999999964,38.00590687478814,32.75032280607787,32.57084716527592,29.775284370791262,33.528136500594286
5.099999999999996,37.16068836731289,38.18714661425958,32.557919126879995,28.740530449605764,38.18538688413288
5.199999999999996,28.301191733110574,34.019294985334284,32.217285334581774,27.85748051083757,13.732001793248296
5.299999999999995,32.18313852607832,31.96440280243678,32.001062613754584,26.99614893671182,27.575567391559478
5.399999999999995,38.69935171280839,39.51966456237341,32.35273613161121,26.267564556799936,38.304219655647564
5.499999999999995,34.59538858502257,37.44116881793481,32.873420619991364,25.43120022152058,38.79289280473367
5.599999999999994,27.521825774182407,36.41445310333678,33.200115004053956,24.553296921863335,40.55986102578834
5.699999999999994,33.27689126703005,36.69737853353303,33.1915134171654,23.479991606178984,39.6213853092125
5.799999999999994,39.21683144004604,35.76998844680506,33.091929919702714,22.16375727820898,34.63735332004835
5.899999999999993,33.61538182688389,42.49137276162071,20.37936362186612,20.68560347808694,36.144367659294595
5.999999999999993,36.69987696340816,38.28382306927371,31.624276300237128,24.01795817308657,38.03547419824544
6.0999999999999925,32.996792704081976,27.235203037015296,32.2604855726102,29.903630351808182,36.04854646664294
6.199999999999992,26.331689671698797,23.29574175665281,30.70524206369469,32.75785621785017,38.29883406697447
6.299999999999992,28.329603958282952,28.89051943902587,25.929618304709617,33.38532184085534,26.510237451123103
6.3999999999999915,30.602049599528016,36.87530814972135,34.174012936749605,27.324593595661515,38.75187079287411
6.499999999999991,28.256838710295288,38.21153619640148,27.645921348638886,30.535923018406777,39.86040871852506
6.599999999999991,31.828919221135003,41.140948457398714,34.91784213111322,31.36488384201765,39.326521931795064
6.69999999999999,23.99804586187452,32.12196752620169,32.943060029296106,24.468895689456694,33.01651066467852
6.79999999999999,34.126244065217385,29.100418963869878,30.074079911557682,30.949838017852148,22.038170349716086
6.89999999999999,24.117010568456774,22.219257742598355,30.4953440349769,30.648493816366035,36.59631666072179
6.999999999999989,35.892582448845246,35.09621483468332,34.72253333140684,27.105827643499516,31.895731338310686
7.099999999999989,37.91938914631472,33.69851488507439,18.936180140941733,15.64986404072446,35.44513019604522
7.199999999999989,38.617087555800424,36.674685579675085,37.589470558974746,19.025373809601763,33.52491617189046
7.299999999999988,29.458927903502964,29.369580291223862,38.07864220674936,21.20312175535364,42.74910458870372
7.399999999999988,39.842822983993514,34.54002732580935,38.48928982689502,22.905454612355136,39.71598650523209
7.499999999999988,38.737116763726654,36.61217187864714,38.57902809055352,23.998379864350557,40.99761366348215
7.599999999999987,37.33368073015572,41.41302470026773,38.10483809223004,24.964061307676204,40.27149898671298
7.699999999999987,29.993823534445546,42.30447071708707,37.16579717735412,25.876825849962543,38.01702409862545
7.7999999999999865,33.60902382468234,41.76308449136238,35.71214770731422,26.567420099633985,38.068962381744825
7.899999999999986,41.854211016049916,42.103507988012005,33.755148201972425,27.540328965560775,37.029400855346424
7.999999999999986,32.70676663510003,35.449819833732874,31.46061766569893,28.606073722953376,42.363490287339985
