frequency_GHz,gain_db
4.0,32.44306555934877
4.05,32.578504873405045
4.1,32.708182660395
4.1499999999999995,32.836926746986876
4.199999999999999,32.96148969780374
4.249999999999999,33.08381593160852
4.299999999999999,33.200122601301494
4.349999999999999,33.31234962555381
4.399999999999999,33.413609545377405
4.449999999999998,33.505386756086054
4.499999999999998,33.59190243431547
4.549999999999998,33.67450504142163
4.599999999999998,33.75792777202582
4.649999999999998,33.84308882141748
4.6999999999999975,33.92721256916146
4.749999999999997,34.010835132268014
4.799999999999997,34.090870592417474
4.849999999999997,34.16458546703509
4.899999999999997,34.23397109159246
4.949999999999997,34.29642168566155
4.9999999999999964,34.35634833540119
5.049999999999996,34.413491171236565
5.099999999999996,34.469750317592414
5.149999999999996,34.52374089020571
5.199999999999996,34.57579403229734
5.249999999999996,34.623721646416406
5.299999999999995,34.66700237645564
5.349999999999995,34.70764930064781
5.399999999999995,34.745955069596356
5.449999999999995,34.78483900608483
5.499999999999995,34.82297897049606
5.5499999999999945,34.861756950661075
5.599999999999994,34.89840534658445
5.649999999999994,34.934216971288066
5.699999999999994,34.9641606143863
5.749999999999994,34.988898887264675
5.799999999999994,35.007461030879846
5.849999999999993,35.02078004757572
5.899999999999993,35.02981149341061
5.949999999999993,35.03849211375959
5.999999999999993,35.04870902241753
6.049999999999993,35.06001805308878
6.0999999999999925,35.07385850792912
6.149999999999992,35.086893755835234
6.199999999999992,35.096443412013876
6.249999999999992,35.10101667186218
6.299999999999992,35.09801437786068
6.349999999999992,35.08748025459069
6.3999999999999915,35.06871521427299
6.449999999999991,35.045970673428336
6.499999999999991,35.02184876490978
6.549999999999991,34.99674661991537
6.599999999999991,34.9752717529677
6.649999999999991,34.95434355972247
6.69999999999999,34.933436273414074
6.74999999999999,34.909432706672085
6.79999999999999,34.87882553216478
6.84999999999999,34.83889995428716
6.89999999999999,34.79119644206559
6.9499999999999895,34.731900737479265
6.999999999999989,34.66820334880686
7.049999999999989,34.59887743356062
7.099999999999989,34.53035182860773
7.149999999999989,34.46131799269196
7.199999999999989,34.3932268597502
7.2499999999999885,34.32470586550062
7.299999999999988,34.25187368423775
7.349999999999988,34.17229590433256
7.399999999999988,34.082949503147915
7.449999999999988,33.983546946862425
7.499999999999988,33.873066731406695
7.549999999999987,33.75457888856224
7.599999999999987,33.63046756102502
7.649999999999987,33.50532976154971
7.699999999999987,33.3768923052653
7.749999999999987,33.24720758414023
7.7999999999999865,33.11219303967605
7.849999999999986,32.96951322798599
7.899999999999986,32.82132597511617
7.949999999999986,32.6651306574357
7.999999999999986,32.498693570610854
