frequency_GHz,gain_db
4.0,21.053104707756965
4.1,21.216451175847247
4.199999999999999,21.37779708058521
4.299999999999999,21.529543198390467
4.399999999999999,21.671468846635975
4.499999999999998,21.80866986899872
4.599999999999998,21.945989741855648
4.6999999999999975,22.08685675826277
4.799999999999997,22.229215420708258
4.899999999999997,22.371228490383746
4.9999999999999964,22.510622275544392
5.099999999999996,22.650384949361264
5.199999999999996,22.790880487127907
5.299999999999995,22.93464192584549
5.399999999999995,23.080665019295378
5.499999999999995,23.226355320948326
5.599999999999994,23.370132156348006
5.699999999999994,23.510206066289058
5.799999999999994,23.647819857911617
5.899999999999993,23.784174106935694
5.999999999999993,23.92184877483261
6.0999999999999925,24.06185400780128
6.199999999999992,24.201137323202794
6.299999999999992,24.338974184934912
6.3999999999999915,24.471373962488112
6.499999999999991,24.60067378360321
6.599999999999991,24.72890769372522
6.69999999999999,24.858556011938255
6.79999999999999,24.98494022323223
6.89999999999999,25.10128352986209
6.999999999999989,25.200150873228843
7.099999999999989,25.281241981689796
7.199999999999989,25.354996858878593
7.299999999999988,25.434492041341308
7.399999999999988,25.528633238780092
7.499999999999988,25.626895406872293
7.599999999999987,25.71309168812006
7.699999999999987,25.781914577752477
7.7999999999999865,25.840794598318595
7.899999999999986,25.907757446274807
7.999999999999986,25.979287989600188
