signal_GHz,candidate_1_gain_dB,candidate_2_gain_dB,candidate_3_gain_dB,candidate_4_gain_dB,candidate_5_gain_dB
4.0,34.54070964292243,40.3334634502535,37.1794630110981,34.21604490250751,33.28700238604898
4.1,34.403086915861884,39.07841695455951,28.50486835504556,33.612481190256325,39.1456323912563
4.199999999999999,34.01455914184996,32.01736304796618,34.4604871024394,19.9044682860404,27.05148704539823
4.299999999999999,33.62949642300535,40.22093476641676,36.549073227703644,36.90232626217913,31.18050108619422
4.399999999999999,33.585438965520936,37.26246518713712,20.17846068643522,32.320499027631335,38.07324482340166
4.499999999999998,34.14327632269621,39.38254906100038,35.20012769073912,38.877842097927996,33.124768743709566
4.599999999999998,35.165979714387035,37.34832346963855,34.07403828696061,38.959927319674065,37.773504892697005
4.6999999999999975,36.029594073770916,39.53201646666627,28.52858077387181,29.58878132926231,36.43328819410704
4.799999999999997,32.16169411658747,33.389202413300815,31.18450898283925,21.44158124870153,36.88128793307896
4.899999999999997,34.44968559294057,33.32922919784755,34.55935061529266,39.32827682325259,31.161343944673355
4.9999999999999964,34.80586824579917,39.749013146117036,38.516755687703,37.87218559095908,38.88933046264559
5.099999999999996,31.23511070350898,33.95615783643155,19.565827468194236,36.11662430973971,41.88520471148901
5.199999999999996,26.31378780059986,37.21164802555418,28.92240834055211,30.74158572668303,37.49412599044896
5.299999999999995,22.088257624589023,38.633300812915095,38.985269133085694,37.52039040642612,29.41121499002579
5.399999999999995,26.573112185419507,38.22802983636911,25.02494660402987,24.50492420209396,18.766740157047824
5.499999999999995,32.68475511707982,39.358164043617265,35.95639451451713,34.229200931532986,41.1666925163197
5.599999999999994,37.00004553543083,39.31038018360775,34.708329144421285,32.565987403021246,37.3638347315275
5.699999999999994,37.913499783927186,34.82302624966867,39.073569227876305,37.188428059197335,36.171193657002426
5.799999999999994,37.435061702691485,31.862266718067012,34.29987894947567,38.57461331782494,39.032458798079844
5.899999999999993,38.853260081438556,22.536990862269892,32.333994391726314,34.607716573995,29.16691182399354
5.999999999999993,38.82232909246213,36.47425926213301,39.48137360059057,41.51408505911839,33.40025593726338
6.0999999999999925,38.896434454086176,40.08496425882384,40.515835693302414,30.296118918092134,35.14252808632908
6.199999999999992,38.70363300622403,33.32822318846952,22.171489304979733,39.009823341769625,36.026995808870055
6.299999999999992,38.515995145625496,41.78121278540538,37.6718484315662,39.429859483863304,32.38062076566785
6.3999999999999915,38.18089468859106,41.85175284694011,37.12512403895397,39.6672087407084,38.230175522005524
6.499999999999991,37.71339686473639,36.56837277579558,41.41381473867935,39.87307923179019,37.30444076973305
6.599999999999991,37.14216354751054,39.4219711248508,41.12701026353055,32.332915412162244,42.44639882192971
6.69999999999999,36.487296722717545,41.31299514693964,42.15153299561023,31.457073342664614,41.25438951330972
6.79999999999999,35.86344062914873,40.93717538918531,42.1385787009641,41.09747459106543,41.383893700508594
6.89999999999999,35.555320830740996,43.05502093999459,37.626791773597276,36.494670368072555,41.80105634575551
6.999999999999989,36.21141300775653,37.62921010179641,42.875133255864114,40.57367075460106,37.44604599121822
7.099999999999989,37.89285232630667,38.27437255365053,42.946652859766594,33.88639450711414,39.86576116514013
7.199999999999989,39.47410288647123,31.003779307689715,42.75526585352808,39.20825636558082,32.59756617658414
7.299999999999988,40.375518869726335,42.32394785482215,43.61601726112496,39.497553105380504,42.381621821520156
7.399999999999988,40.61982004463176,40.847550646409815,43.666552240523956,38.9960998555212,46.34671046292392
7.499999999999988,40.49650035271057,35.96821223161704,39.935526657126594,35.54342452663141,36.59967697020798
7.599999999999987,40.086634717487016,29.067090944883986,38.80415269109761,29.249358455939024,40.536595374305634
7.699999999999987,39.27675012636821,41.12494565583504,43.96020811277053,40.90753014605375,35.75813492877819
7.7999999999999865,38.058878359118935,32.713356609728095,43.06886517985178,45.45358415550489,41.61026190522499
7.899999999999986,36.41684642372506,33.44922722758526,32.29494189319906,41.610315176514405,34.88680097531241
7.999999999999986,34.286888296758534,35.73029666644349,38.64344872261632,40.64818511762027,35.20916397258433
