frequency_GHz,gain_db
2.0,27.581881911546375
2.1,0.06764014126469463
2.2,0.0026318779334543537
2.3000000000000003,0.00031769985670090527
2.4000000000000004,0.00011558966003489102
2.5000000000000004,0.00023415678274314185
2.6000000000000005,0.014073879222210586
2.7000000000000006,3.967825681281212e-05
2.8000000000000007,0.0028745514863068814
2.900000000000001,0.030908996806446508
3.000000000000001,0.03523066141783969
3.100000000000001,0.019473238402353515
3.200000000000001,0.008402026203011104
3.300000000000001,0.03807324206007146
3.4000000000000012,0.02085497979335913
3.5000000000000013,0.010268463192065957
3.6000000000000014,0.0567432694450102
3.7000000000000015,0.03241295990163802
3.8000000000000016,5.3232325626446835e-05
3.9000000000000017,0.02654122520854637
4.000000000000002,0.06599561996521323
4.100000000000001,0.06592111677948265
4.200000000000002,0.03282166267716041
4.3000000000000025,0.0039799398005828275
4.400000000000002,0.004073860575565081
4.500000000000002,0.03033409980606877
4.600000000000002,0.06382676320387956
4.700000000000003,0.08652017864202388
4.8000000000000025,0.0902084687577989
4.900000000000002,0.07655703070631556
5.000000000000003,0.053192482871258856
5.100000000000003,0.028826456925188735
5.200000000000003,0.010197676877584156
5.3000000000000025,0.0009178947523425127
5.400000000000003,0.001442450300627756
5.5000000000000036,0.010191872415749328
5.600000000000003,0.024572491943655857
5.700000000000003,0.0416589002112063
5.800000000000003,0.05896037193967762
5.900000000000004,0.07479682125456719
6.0000000000000036,0.0882505853891018
6.100000000000003,0.09891294716152842
6.200000000000004,0.10681556334553649
6.300000000000004,0.11228996659237786
6.400000000000004,0.11582314655676554
6.5000000000000036,0.11786707293031992
6.600000000000004,0.11884648964970776
6.700000000000005,0.11916387300075335
6.800000000000004,0.11916819166462068
6.900000000000004,0.11909710774765153
7.000000000000004,0.1190625200693266
7.100000000000005,0.11909735182370179
7.200000000000005,0.11916840897806316
7.300000000000004,0.11916471007679354
7.400000000000005,0.11884649475492495
7.500000000000005,0.11786817614918065
7.600000000000005,0.11582508361076024
7.700000000000005,0.11229243135256031
7.800000000000005,0.10682016675339667
7.900000000000006,0.09891907740105897
8.000000000000005,0.08825872592860996
8.100000000000005,0.07480590496361592
8.200000000000006,0.05897052652598379
8.300000000000006,0.04167721092004393
8.400000000000006,0.024574504088752266
8.500000000000005,0.010194128842531977
8.600000000000005,0.0014454275594754957
8.700000000000006,0.0009139891068745095
8.800000000000006,0.01018973574716727
8.900000000000006,0.02880715219519378
9.000000000000007,0.053186825814127495
9.100000000000007,0.07655209611482969
9.200000000000006,0.09020335965530707
9.300000000000006,0.08652933317446179
9.400000000000006,0.06383464759253085
9.500000000000007,0.030341713906048902
9.600000000000007,0.004083034775944225
9.700000000000006,0.003973496824671824
9.800000000000008,0.03281351840361293
9.900000000000007,0.0659136359561488
10.000000000000007,0.06600140565315177
